ReE,ImE,rho_pi,rho_gamma,rho_total
-3.0,-2.0,-1.9640384387782276e-7 - 3.8828093210412113e-7im,1.8698761705378389e-6 - 9.457459944638887e-7im,1.673472326660016e-6 - 1.3340269265680098e-6im
-3.0,-1.896551724137931,-1.5771796135773875e-7 - 3.9844391978743676e-7im,1.9057330695841053e-6 - 9.136438839404565e-7im,1.7480151082263666e-6 - 1.3120878037278933e-6im
-3.0,-1.793103448275862,-1.1817019872407045e-7 - 4.054066015910385e-7im,1.941083940233977e-6 - 8.795587485929361e-7im,1.8229137415099063e-6 - 1.2849653501839746e-6im
-3.0,-1.6896551724137931,-7.801498045460288e-8 - 4.090178407536757e-7im,1.9757911995970614e-6 - 8.434546978525583e-7im,1.8977762191424585e-6 - 1.252472538606234e-6im
-3.0,-1.5862068965517242,-3.7533750799544386e-8 - 4.0914627545655745e-7im,2.009708464411037e-6 - 8.053058858823554e-7im,1.9721747136114926e-6 - 1.2144521613389129e-6im
-3.0,-1.4827586206896552,2.965700947113515e-9 - 4.056848854033598e-7im,2.042680044671572e-6 - 7.650987016988055e-7im,2.0456457456186858e-6 - 1.1707835871021652e-6im
-3.0,-1.3793103448275863,4.315141480309641e-8 - 3.985561066915165e-7im,2.0745424839062963e-6 - 7.228331493411803e-7im,2.117693898709393e-6 - 1.1213892560326967e-6im
-3.0,-1.2758620689655173,8.266974490130408e-8 - 3.877164234371285e-7im,2.1051210116287725e-6 - 6.785260320553987e-7im,2.1877907565300766e-6 - 1.0662424554925272e-6im
-3.0,-1.1724137931034482,1.211491036077883e-7 - 3.7316128722777933e-7im,2.13424115227487e-6 - 6.322102476968899e-7im,2.2553902558826583e-6 - 1.0053715349246692e-6im
-3.0,-1.0689655172413792,1.5820468624813317e-7 - 3.5492933963609406e-7im,2.161718224884878e-6 - 5.839388517138497e-7im,2.319922911133011e-6 - 9.388681913499438e-7im
-3.0,-0.9655172413793104,1.9344454542470622e-7 - 3.33106396964161e-7im,2.1873768325974494e-6 - 5.337847958329463e-7im,2.380821378022156e-6 - 8.668911927971073e-7im
-3.0,-0.8620689655172413,2.264754746661278e-7 - 3.078279176415657e-7im,2.2110355007015505e-6 - 4.818417952989199e-7im,2.4375109753676784e-6 - 7.896697129404856e-7im
-3.0,-0.7586206896551724,2.5691127697127067e-7 - 2.792812414954189e-7im,2.2325205793503273e-6 - 4.2822628711041646e-7im,2.489431856321598e-6 - 7.075075286058353e-7im
-3.0,-0.6551724137931034,2.8438042151610734e-7 - 2.477061046708756e-7im,2.251666962406231e-6 - 3.730747437478381e-7im,2.536047383922338e-6 - 6.207808484187136e-7im
-3.0,-0.5517241379310345,3.0853424157134914e-7 - 2.133934264484655e-7im,2.2683198541032997e-6 - 3.1655020689711363e-7im,2.576854095674649e-6 - 5.299436333455792e-7im
-3.0,-0.4482758620689655,3.290561936275795e-7 - 1.7668320125291814e-7im,2.2823398547269204e-6 - 2.5882827902647825e-7im,2.6113960483545e-6 - 4.355114802793964e-7im
-3.0,-0.3448275862068966,3.456699094839694e-7 - 1.379599322915706e-7im,2.2936057409621456e-6 - 2.0010922792951565e-7im,2.639275650446115e-6 - 3.380691602210862e-7im
-3.0,-0.2413793103448276,3.581458953918805e-7 - 9.764717823813349e-8im,2.3020178221037385e-6 - 1.4060514224934516e-7im,2.660163717495619e-6 - 2.3825232048747864e-7im
-3.0,-0.13793103448275862,3.6630903361447925e-7 - 5.619978684701624e-8im,2.3075001196385523e-6 - 8.054286101027629e-8im,2.673809153253032e-6 - 1.3674264785729254e-7im
-3.0,-0.034482758620689655,3.700432695366678e-7 - 1.409582098810395e-8im,2.310002382644998e-6 - 2.0158207613220084e-8im,2.680045652181666e-6 - 3.4254028601324034e-8im
-3.0,0.06896551724137931,3.692952131063071e-7 + 2.8173270565419053e-8im,2.3095014144719497e-6 + 4.0307398225737165e-8im,2.678796627578257e-6 + 6.848066879115622e-8im
-3.0,0.1724137931034483,3.6407538377856764e-7 + 7.011249335191464e-8im,2.306001939046904e-6 + 1.0061122061804747e-7im,2.6700773228254715e-6 + 1.707237139699621e-7im
-3.0,0.27586206896551724,3.5445897786613635e-7 + 1.112338801357425e-7im,2.299535997035209e-6 + 1.6051335120286074e-7im,2.6539949749013452e-6 + 2.717472313386032e-7im
-3.0,0.3793103448275862,3.405815229464004e-7 + 1.510659261324069e-7im,2.2901630463215643e-6 + 2.1978053200142555e-7im,2.6307445692679647e-6 + 3.7084645813383245e-7im
-3.0,0.4827586206896552,3.2263707804621986e-7 + 1.891634738047667e-7im,2.2779669237113823e-6 + 2.7819011835786066e-7im,2.600604001757602e-6 + 4.6735359216262733e-7im
-3.0,0.5862068965517241,3.0087157914166433e-7 + 2.2511516927409662e-7im,2.263054925883339e-6 + 3.3553413081869407e-7im,2.5639265050250036e-6 + 5.606493000927906e-7im
-3.0,0.6896551724137931,2.7557583301804763e-7 + 2.5855068299576757e-7im,2.245554592268146e-6 + 3.916191617766002e-7im,2.5211304252861934e-6 + 6.501698447723678e-7im
-3.0,0.7931034482758621,2.4707767581397717e-7 + 2.89146204558321e-7im,2.225610812421305e-6 + 4.4627584441802337e-7im,2.4726884882352823e-6 + 7.354220489763443e-7im
-3.0,0.896551724137931,2.1573469911479336e-7 + 3.166275523537256e-7im,2.20338253290086e-6 + 4.993479821975033e-7im,2.4191172320156533e-6 + 8.159755345512289e-7im
-3.0,1.0,1.8192401594243253e-7 + 3.4077240379211565e-7im,2.1790370493456808e-6 + 5.507067060198952e-7im,2.3609610652881132e-6 + 8.914791098120109e-7im
-2.896551724137931,-2.0,-2.08688019396577e-7 - 4.280112265820183e-7im,1.9011812689313493e-6 - 9.82801052608614e-7im,1.6924932495347722e-6 - 1.4108122791906323e-6im
-2.896551724137931,-1.896551724137931,-1.6676736108915333e-7 - 4.392422983098925e-7im,1.9390630994768464e-6 - 9.502832996028612e-7im,1.772295738387693e-6 - 1.3895255979127538e-6im
-2.896551724137931,-1.793103448275862,-1.2381071938049274e-7 - 4.4702486506721594e-7im,1.9764866041661664e-6 - 9.156460078887152e-7im,1.8526758847856737e-6 - 1.3626708729559312e-6im
-2.896551724137931,-1.6896551724137931,-8.009012523404679e-8 - 4.5117786923504486e-7im,2.013305738592355e-6 - 8.788420233414961e-7im,1.9332156133583082e-6 - 1.330019892576541e-6im
-2.896551724137931,-1.5862068965517242,-3.590961683538789e-8 - 4.515407592488144e-7im,2.0493576103029096e-6 - 8.39835048635269e-7im,2.0134479934675215e-6 - 1.2913758078840835e-6im
-2.896551724137931,-1.4827586206896552,8.395286492657876e-9 - 4.479785680339104e-7im,2.084473046706569e-6 - 7.986017324747846e-7im,2.092868333199227e-6 - 1.2465803005086951e-6im
-2.896551724137931,-1.3793103448275863,5.245948130771488e-8 - 4.4038795725521213e-7im,2.1184755624414505e-6 - 7.551338081737919e-7im,2.1709350437491655e-6 - 1.195521765429004e-6im
-2.896551724137931,-1.2758620689655173,9.58908476551378e-8 - 4.2870309674542444e-7im,2.15117628711815e-6 - 7.094402710815468e-7im,2.2470671347732878e-6 - 1.1381433678269712e-6im
-2.896551724137931,-1.1724137931034482,1.3827421597021973e-7 - 4.1290115861871666e-7im,2.1823737355602303e-6 - 6.615497704925763e-7im,2.32064795153045e-6 - 1.074450929111293e-6im
-2.896551724137931,-1.0689655172413792,1.7917657573490035e-7 - 3.9300830682224537e-7im,2.2118701845459443e-6 - 6.11511598444692e-7im,2.3910467602808446e-6 - 1.0045199052669373e-6im
-2.896551724137931,-0.9655172413793104,2.1815389906756754e-7 - 3.6910446402353755e-7im,2.23946180276347e-6 - 5.593989137775264e-7im,2.4576157018310372e-6 - 9.28503377801064e-7im
-2.896551724137931,-0.8620689655172413,2.547579776924012e-7 - 3.413268055039788e-7im,2.264944805927713e-6 - 5.053096087292682e-7im,2.5197027836201143e-6 - 8.466364142332471e-7im
-2.896551724137931,-0.7586206896551724,2.8854605711681105e-7 - 3.098729116240622e-7im,2.288123818560382e-6 - 4.493652984187479e-7im,2.576669875677193e-6 - 7.592382100428101e-7im
-2.896551724137931,-0.6551724137931034,3.190899763966043e-7 - 2.750019029282587e-7im,2.3088096266104857e-6 - 3.9171255221669924e-7im,2.62789960300709e-6 - 6.66714455144958e-7im
-2.896551724137931,-0.5517241379310345,3.459860816937618e-7 - 2.3703346222523007e-7im,2.326824497984894e-6 - 3.3252982910725723e-7im,2.672810579678656e-6 - 5.695632913324873e-7im
-2.896551724137931,-0.4482758620689655,3.6886638468513473e-7 - 1.9634570899486998e-7im,2.342008095551149e-6 - 2.7200881521102937e-7im,2.710874480236284e-6 - 4.6835452420589934e-7im
-2.896551724137931,-0.3448275862068966,3.874085259609359e-7 - 1.5337007244539573e-7im,2.3542203358724876e-6 - 2.1037100796972707e-7im,2.7416288618334234e-6 - 3.637410804151228e-7im
-2.896551724137931,-0.2413793103448276,4.013436646439207e-7 - 1.085848544575672e-7im,2.363345673444682e-6 - 1.4785342918934097e-7im,2.7646893380886027e-6 - 2.564382836469082e-7im
-2.896551724137931,-0.13793103448275862,4.10466850399729e-7 - 6.250639667240441e-8im,2.3692958880096323e-6 - 8.470909454751883e-8im,2.779762738409361e-6 - 1.4721549121992323e-7im
-2.896551724137931,-0.034482758620689655,4.14641618037825e-7 - 1.567894683255025e-8im,2.372012530549345e-6 - 2.1202553747529354e-8im,2.78665414858717e-6 - 3.688150058007961e-8im
-2.896551724137931,0.06896551724137931,4.1380528621283045e-7 + 3.133690192665465e-8im,2.371468601587603e-6 + 4.23949718547465e-8im,2.7852738878004335e-6 + 7.373187378140116e-8im
-2.896551724137931,0.1724137931034483,4.079701046890796e-7 + 7.797640635679226e-8im,2.3676695936138926e-6 + 1.0581068739105617e-7im,2.775639698302972e-6 + 1.8378709374784843e-7im
-2.896551724137931,0.27586206896551724,3.972244904596045e-7 + 1.236831414733698e-7im,2.360652821534355e-6 + 1.6877515268946232e-7im,2.7578773119939596e-6 + 2.924582941628321e-7im
-2.896551724137931,0.3793103448275862,3.8172762594874147e-7 + 1.6792078749420903e-7im,2.350487367673131e-6 + 2.3102692875739526e-7im,2.7322149936218725e-6 + 3.989477162516043e-7im
-2.896551724137931,0.4827586206896552,3.6170677163496667e-7 + 2.1018484478788018e-7im,2.337270608565207e-6 + 2.9231797686250647e-7im,2.698977380200174e-6 + 5.025028216503866e-7im
-2.896551724137931,0.5862068965517241,3.3744953083248117e-7 + 2.500116182376533e-7im,2.321126611219339e-6 + 3.5241652571721723e-7im,2.65857614205182e-6 + 6.024281439548705e-7im
-2.896551724137931,0.6896551724137931,3.092947552477331e-7 + 2.869867055584017e-7im,2.3022027565204344e-6 + 4.1110922562757616e-7im,2.6114975117681677e-6 + 6.980959311859778e-7im
-2.896551724137931,0.7931034482758621,2.776230831528577e-7 + 3.2075127999946123e-7im,2.2806654234684084e-6 + 4.68210794043632e-7im,2.5582885066212662e-6 + 7.889620740430933e-7im
-2.896551724137931,0.896551724137931,2.4284788734342887e-7 + 3.5100552400654093e-7im,2.256696988303607e-6 + 5.235520247210876e-7im,2.499544875647036e-6 + 8.745575487276285e-7im
-2.896551724137931,1.0,2.0540304389344628e-7 + 3.77510834356304e-7im,2.2304888456199063e-6 + 5.769948770652769e-7im,2.4358918895133527e-6 + 9.54505711421581e-7im
-2.793103448275862,-2.0,-2.2225341433584612e-7 - 4.709956793096243e-7im,1.932807887539379e-6 - 1.0219210667328365e-6im,1.7105544732035328e-6 - 1.4929167460424608e-6im
-2.793103448275862,-1.896551724137931,-1.7685810277011384e-7 - 4.834917845845611e-7im,1.972851836944986e-6 - 9.890441069282656e-7im,1.795993734174872e-6 - 1.4725358915128267e-6im
-2.793103448275862,-1.793103448275862,-1.3022058146890505e-7 - 4.922759537068173e-7im,2.0124953880773265e-6 - 9.539019350160136e-7im,1.8822748066084215e-6 - 1.4461778887228309e-6im
-2.793103448275862,-1.6896551724137931,-8.263040107593609e-8 - 4.971323492150933e-7im,2.0515824559879974e-6 - 9.164345304226282e-7im,1.9689520549120614e-6 - 1.4135668796377215e-6im
-2.793103448275862,-1.5862068965517242,-3.441487080010141e-8 - 4.978655686124886e-7im,2.0899392535934924e-6 - 8.765930000255045e-7im,2.055524382793391e-6 - 1.374458568637993e-6im
-2.793103448275862,-1.4827586206896552,1.4061104892285406e-8 - 4.9430693385316e-7im,2.1273815481802466e-6 - 8.343422566312656e-7im,2.141442653072532e-6 - 1.3286491904844256e-6im
-2.793103448275862,-1.3793103448275863,6.239650658158924e-8 - 4.863214011019723e-7im,2.163713312208469e-6 - 7.896631102561123e-7im,2.226109818790058e-6 - 1.2759845113580846e-6im
-2.793103448275862,-1.2758620689655173,1.1015686028865638e-7 - 4.738147468793407e-7im,2.198730869870635e-6 - 7.425552552916717e-7im,2.3088877301592915e-6 - 1.2163700021710123e-6im
-2.793103448275862,-1.1724137931034482,1.568782929945609e-7 - 4.5674076344161827e-7im,2.2322089073441806e-6 - 6.930401651529173e-7im,2.3890872003387415e-6 - 1.1497809285945356e-6im
-2.793103448275862,-1.0689655172413792,2.0207300142750972e-7 - 4.351080037159168e-7im,2.263928281605758e-6 - 6.411625493921412e-7im,2.466001283033268e-6 - 1.076270553108058e-6im
-2.793103448275862,-0.9655172413793104,2.4523724441805994e-7 - 4.0898640443884903e-7im,2.2936541537100412e-6 - 5.869950187640132e-7im,2.5388913981281013e-6 - 9.959814232028622e-7im
-2.793103448275862,-0.8620689655172413,2.858590014988431e-7 - 3.785121935071328e-7im,2.321160326885092e-6 - 5.306363422776013e-7im,2.607019328383935e-6 - 9.091485357847342e-7im
-2.793103448275862,-0.7586206896551724,3.234292839836099e-7 - 3.438919704402113e-7im,2.3462237106348575e-6 - 4.722095592049909e-7im,2.6696529946184674e-6 - 8.161015296452022e-7im
-2.793103448275862,-0.6551724137931034,3.574530500452252e-7 - 3.054048462846347e-7im,2.368625866904926e-6 - 4.11889942506172e-7im,2.7260789169501514e-6 - 7.172947887908067e-7im
-2.793103448275862,-0.5517241379310345,3.874612234814002e-7 - 2.634018567370542e-7im,2.3881639057436023e-6 - 3.4984936640483665e-7im,2.7756251292250026e-6 - 6.132512231418908e-7im
-2.793103448275862,-0.4482758620689655,4.130241985109701e-7 - 2.183039279386446e-7im,2.404651603286836e-6 - 2.8631009616233837e-7im,2.8176758017978063e-6 - 5.04614024100983e-7im
-2.793103448275862,-0.3448275862068966,4.337641531797926e-7 - 1.705961808493437e-7im,2.417926329093234e-6 - 2.2151490764700592e-7im,2.851690482273027e-6 - 3.921110884963496e-7im
-2.793103448275862,-0.2413793103448276,4.493650671003634e-7 - 1.2082043874863217e-7im,2.427853714918955e-6 - 1.557301063209365e-7im,2.8772187820193186e-6 - 2.7655054506956866e-7im
-2.793103448275862,-0.13793103448275862,4.5958533648154905e-7 - 6.9564753023292e-8im,2.434330601063682e-6 - 8.923848881580772e-8im,2.8939159375452313e-6 - 1.588032418390997e-7im
-2.793103448275862,-0.034482758620689655,4.6426385009185045e-7 - 1.745117194467415e-8im,2.4372886851087026e-6 - 2.233815819548043e-8im,2.901552535200553e-6 - 3.978933014015458e-8im
-2.793103448275862,0.06896551724137931,4.633265019867217e-7 + 3.487831490673081e-8im,2.4366963624476836e-6 + 4.466488764784691e-8im,2.900022864434405e-6 + 7.954320255457773e-8im
-2.793103448275862,0.1724137931034483,4.567880376453395e-7 + 8.6776580905533e-8im,2.4325600651490842e-6 + 1.114627002754122e-7im,2.8893481027944235e-6 + 1.9823928118094518e-7im
-2.793103448275862,0.27586206896551724,4.447522438123512e-7 + 1.3760667043450028e-7im,2.4249234792184545e-6 + 1.7775144952395182e-7im,2.8696757230308057e-6 + 3.153581199584521e-7im
-2.793103448275862,0.3793103448275862,4.2740763116689617e-7 + 1.867562990397937e-7im,2.413867330105509e-6 + 2.432372249681308e-7im,2.8412749612724053e-6 + 4.299935240079245e-7im
-2.793103448275862,0.4827586206896552,4.0502164853333684e-7 + 2.3365175904122084e-7im,2.399505214378177e-6 + 3.076420299879886e-7im,2.804526862911514e-6 + 5.412937890292094e-7im
-2.793103448275862,0.5862068965517241,3.779320873284791e-7 + 2.777689464058047e-7im,2.381981511084139e-6 + 3.707072948039495e-7im,2.759913598412618e-6 + 6.484762412097543e-7im
-2.793103448275862,0.6896551724137931,3.4653558062711454e-7 + 3.186432973105928e-7im,2.361467310090332e-6 + 4.32196692213553e-7im,2.7080028907174465e-6 + 7.508399895241458e-7im
-2.793103448275862,0.7931034482758621,3.112759171702682e-7 + 3.5587697837060495e-7im,2.3381540694944128e-6 + 4.919087168743465e-7im,2.649429986664681e-6 + 8.477856952449515e-7im
-2.793103448275862,0.896551724137931,2.7263249248456925e-7 + 3.891426104394187e-7im,2.3122522749070496e-6 + 5.496586643017016e-7im,2.584884767391619e-6 + 9.388012747411203e-7im
-2.793103448275862,1.0,2.3110633734891586e-7 + 4.181853725559262e-7im,2.283980451226131e-6 + 6.053000293697686e-7im,2.515086788575047e-6 + 1.0234854019256947e-6im
-2.689655172413793,-2.0,-2.3731935742131568e-7 - 5.174633466389388e-7im,1.9646889070418177e-6 - 1.063238541555378e-6im,1.727369549620502e-6 - 1.580701888194317e-6im
-2.689655172413793,-1.896551724137931,-1.8819730641192589e-7 - 5.314556380807858e-7im,2.0070390849014518e-6 - 1.0300714690998085e-6im,1.818841778489526e-6 - 1.5615271071805942e-6im
-2.689655172413793,-1.793103448275862,-1.375894566309075e-7 - 5.414581813217917e-7im,2.0490586764336407e-6 - 9.94484640081419e-7im,1.911469219802733e-6 - 1.5359428214032108e-6im
-2.689655172413793,-1.6896551724137931,-8.580227043703945e-8 - 5.472144760431646e-7im,2.090584335851709e-6 - 9.564031137342605e-7im,2.0047820654146695e-6 - 1.503617589777425e-6im
-2.689655172413793,-1.5862068965517242,-3.318661145580902e-8 - 5.484878561800072e-7im,2.1314316503347265e-6 - 9.157629753572139e-7im,2.0982450388789176e-6 - 1.464250831537221e-6im
-2.689655172413793,-1.4827586206896552,1.9861857058670333e-8 - 5.450689723171092e-7im,2.1713981947133407e-6 - 8.725142349806256e-7im,2.191260051772011e-6 - 1.4175832072977348e-6im
-2.689655172413793,-1.3793103448275863,7.290356760052365e-8 - 5.367839071207563e-7im,2.2102699518215332e-6 - 8.266245098956927e-7im,2.283173519422057e-6 - 1.3634084170164488e-6im
-2.689655172413793,-1.2758620689655173,1.2545782871535662e-7 - 5.235030153870172e-7im,2.2478175960978228e-6 - 7.780817065865768e-7im,2.373275424813179e-6 - 1.301584721973594e-6im
-2.689655172413793,-1.1724137931034482,1.770059064124933e-7 - 5.051492518377469e-7im,2.2838033675397265e-6 - 7.268972187346669e-7im,2.46080927395222e-6 - 1.2320464705724139e-6im
-2.689655172413793,-1.0689655172413792,2.2699872679041363e-7 - 4.817076791244184e-7im,2.317972880614845e-6 - 6.731098382667138e-7im,2.544971607405259e-6 - 1.1548175173911321e-6im
-2.689655172413793,-0.9655172413793104,2.7486339700908734e-7 - 4.5323270415243073e-7im,2.350065539342898e-6 - 6.167872981895528e-7im,2.6249289363519854e-6 - 1.0700200023419835e-6im
-2.689655172413793,-0.8620689655172413,3.200139677254509e-7 - 4.198556856298509e-7im,2.3798213672049097e-6 - 5.580305774764382e-7im,2.6998353349303607e-6 - 9.778862631062891e-7im
-2.689655172413793,-0.7586206896551724,3.6186356640402694e-7 - 3.8179013753531286e-7im,2.406986773410664e-6 - 4.969710661621067e-7im,2.768850339814691e-6 - 8.787612036974195e-7im
-2.689655172413793,-0.6551724137931034,3.9983804056715494e-7 - 3.3933528237105295e-7im,2.431310190656605e-6 - 4.337857709164455e-7im,2.83114823122376e-6 - 7.731210532874984e-7im
-2.689655172413793,-0.5517241379310345,4.3339008385122785e-7 - 2.9287607406970505e-7im,2.4525575894800583e-6 - 3.6867215038296376e-7im,2.8859476733312862e-6 - 6.615482244526688e-7im
-2.689655172413793,-0.4482758620689655,4.6201595818832746e-7 - 2.428814574820591e-7im,2.4705124706478887e-6 - 3.0187123073043664e-7im,2.932528428836216e-6 - 5.447526882124958e-7im
-2.689655172413793,-0.3448275862068966,4.852706738223274e-7 - 1.898980960670866e-7im,2.48498502002792e-6 - 2.3365322166976088e-7im,2.9702556938502477e-6 - 4.235513177368475e-7im
-2.689655172413793,-0.2413793103448276,5.027808269024699e-7 - 1.3454166183272812e-7im,2.49581808005992e-6 - 1.6431548966978614e-7im,2.99859890696239e-6 - 2.9885715150251427e-7im
-2.689655172413793,-0.13793103448275862,5.142600391881122e-7 - 7.74843691038104e-8im,2.502890389631557e-6 - 9.417772253975443e-8im,3.0171504288196694e-6 - 1.7166209164356484e-7im
-2.689655172413793,-0.034482758620689655,5.195170256360999e-7 - 1.9440125077998315e-8im,2.506121606465131e-6 - 2.3576792074128978e-8im,3.025638632101231e-6 - 4.3016917152127293e-8im
-2.689655172413793,0.06896551724137931,5.184636677650484e-7 + 3.885260348538304e-8im,2.505474531802847e-6 + 4.71406220629072e-8im,3.0239381995678955e-6 + 8.599322554829024e-8im
-2.689655172413793,0.1724137931034483,5.111175263569145e-7 + 9.664907074666397e-8im,2.500956735255563e-6 + 1.176253136400993e-7im,3.0120742616124777e-6 + 2.1427438438676328e-7im
-2.689655172413793,0.27586206896551724,4.976019443152312e-7 + 1.5321699873449147e-7im,2.4926199280126843e-6 + 1.8753072512017552e-7im,2.9902218723279156e-6 + 3.40747723854667e-7im
-2.689655172413793,0.3793103448275862,4.781405805328197e-7 + 2.0785452823330253e-7im,2.4805582187584243e-6 + 2.565323134823389e-7im,2.958698799291244e-6 + 4.6438684171564143e-7im
-2.689655172413793,0.4827586206896552,4.5305020658731073e-7 + 2.599069279797336e-7im,2.464905669794395e-6 + 3.2430976159996657e-7im,2.9179558763817055e-6 + 5.842166895797002e-7im
-2.689655172413793,0.5862068965517241,4.2272954632737243e-7 + 3.087801712122399e-7im,2.445830833916038e-6 + 3.9057677188029205e-7im,2.8685603802434104e-6 + 6.99356943092532e-7im
-2.689655172413793,0.6896551724137931,3.876450754724479e-7 + 3.5395255098706894e-7im,2.423533229885853e-6 + 4.5507088939706015e-7im,2.8111783053583007e-6 + 8.090234403841291e-7im
-2.689655172413793,0.7931034482758621,3.4831634786300245e-7 + 3.949829098116155e-7im,2.398234700351785e-6 + 5.175698015699191e-7im,2.746551048214787e-6 + 9.125527113815346e-7im
-2.689655172413793,0.896551724137931,3.0530163893019594e-7 + 4.3151458111107707e-7im,2.3701786705570153e-6 + 5.778789660574056e-7im,2.6754803094872113e-6 + 1.0093935471684827e-6im
-2.689655172413793,1.0,2.59181005229469e-7 + 4.632771737578599e-7im,2.339614650466509e-6 + 6.35837654467955e-7im,2.5987956556959778e-6 + 1.099114828225815e-6im
-2.586206896551724,-2.0,-2.54141344355796e-7 - 5.676523154513088e-7im,1.9967466778953453e-6 - 1.1068934472905223e-6im,1.7426053335395492e-6 - 1.674545762741831e-6im
-2.586206896551724,-1.896551724137931,-2.0102944627592056e-7 - 5.834114357097975e-7im,2.0415524989471064e-6 - 1.0735202452172913e-6im,1.840523052671186e-6 - 1.656931680927089e-6im
-2.586206896551724,-1.793103448275862,-1.46145045771531e-7 - 5.948900101055026e-7im,2.086116054191822e-6 - 1.0375642221358366e-6im,1.939971008420291e-6 - 1.6324542322413392e-6im
-2.586206896551724,-1.6896551724137931,-8.981006556885365e-8 - 6.017840818777584e-7im,2.130265964023938e-6 - 9.98933124191568e-7im,2.0404558984550842e-6 - 1.6007172060693264e-6im
-2.586206896551724,-1.5862068965517242,-3.2398499919858855e-8 - 6.038083180797321e-7im,2.1738001148462486e-6 - 9.575441440792012e-7im,2.14140161492639e-6 - 1.5613524621589332e-6im
-2.586206896551724,-1.4827586206896552,2.5662366719783008e-8 - 6.007045150303298e-7im,2.2165050298601838e-6 - 9.133304669979736e-7im,2.2421673965799666e-6 - 1.5140349820283035e-6im
-2.586206896551724,-1.3793103448275863,8.389211520761201e-8 - 5.922512180372449e-7im,2.2581480040584128e-6 - 8.662430097699444e-7im,2.342040119266025e-6 - 1.4584942278071894e-6im
-2.586206896551724,-1.2758620689655173,1.417593860630536e-7 - 5.782742781139072e-7im,2.298471415992119e-6 - 8.1625408585488e-7im,2.4402308020551724e-6 - 1.3945283639687872e-6im
-2.586206896551724,-1.1724137931034482,1.9868514943449825e-7 - 5.586573755569894e-7im,2.3372140304492973e-6 - 7.633624974169799e-7im,2.5358991798837957e-6 - 1.3220198729739692e-6im
-2.586206896551724,-1.0689655172413792,2.540504131279199e-7 - 5.333535541427495e-7im,2.374089514612371e-6 - 7.075965323077741e-7im,2.628139927740291e-6 - 1.2409500864505237e-6im
-2.586206896551724,-0.9655172413793104,3.072033678847633e-7 - 5.023947897235449e-7im,2.4088087024912064e-6 - 6.490186996004426e-7im,2.71601207037597e-6 - 1.1514134893239874e-6im
-2.586206896551724,-0.8620689655172413,3.5747194557043645e-7 - 4.659019590168122e-7im,2.4410760036107435e-6 - 5.877292316637282e-7im,2.79854794918118e-6 - 1.0536311906805404e-6im
-2.586206896551724,-0.7586206896551724,4.0417775527392973e-7 - 4.2409217499577435e-7im,2.4705938432090527e-6 - 5.238659755296925e-7im,2.8747715984829825e-6 - 9.479581505254668e-7im
-2.586206896551724,-0.6551724137931034,4.4665240936555506e-7 - 3.7728405698417446e-7im,2.4970750713597905e-6 - 4.5761308954903184e-7im,2.9437274807253457e-6 - 8.348971465332062e-7im
-2.586206896551724,-0.5517241379310345,4.842547999327172e-7 - 3.2589886682960026e-7im,2.520248372011979e-6 - 3.8918752802514575e-7im,3.0045031719446962e-6 - 7.15086394854746e-7im
-2.586206896551724,-0.4482758620689655,5.163914850439217e-7 - 2.7045929164006815e-7im,2.539860735996124e-6 - 3.188544682671716e-7im,3.0562522210400457e-6 - 5.893137599072397e-7im
-2.586206896551724,-0.3448275862068966,5.425354805604514e-7 - 2.1158259288226552e-7im,2.5556896030267138e-6 - 2.4691495213574804e-7im,3.0982250835871652e-6 - 4.5849754501801356e-7im
-2.586206896551724,-0.2413793103448276,5.622434455582392e-7 - 1.499707529257916e-7im,2.567550003892627e-6 - 1.7370302743444544e-7im,3.129793449450866e-6 - 3.23673780360237e-7im
-2.586206896551724,-0.13793103448275862,5.751737141331077e-7 - 8.639507072985269e-8im,2.575298603449803e-6 - 9.958163182830127e-8im,3.1504723175829107e-6 - 1.8597670255815398e-7im
-2.586206896551724,-0.034482758620689655,5.81098025080765e-7 - 2.167859444902418e-8im,2.578840311463052e-6 - 2.4932288505180254e-8im,3.1599383365438173e-6 - 4.6610882954204435e-8im
-2.586206896551724,0.06896551724137931,5.799108168900877e-7 + 4.3325210228123006e-8im,2.578130986114188e-6 + 4.984979864082669e-8im,3.1580418030042756e-6 + 9.31750088689497e-8im
-2.586206896551724,0.1724137931034483,5.716332240638304e-7 + 1.0775518323217642e-7im,2.5731795710414334e-6 + 1.2436673774428718e-7im,3.1448127951052636e-6 + 2.321219209764636e-7im
-2.586206896551724,0.27586206896551724,5.564125574080362e-7 + 1.7076553921955732e-7im,2.5640491684849276e-6 + 1.9822302023362382e-7im,3.1204617258929637e-6 + 3.6898855945318114e-7im
-2.586206896551724,0.3793103448275862,5.345160733258825e-7 + 2.3154829125004407e-7im,2.55084598993105e-6 + 2.710534027907742e-7im,3.0853620632569325e-6 + 5.026016940408183e-7im
-2.586206896551724,0.4827586206896552,5.06320667945763e-7 + 2.893533885662105e-7im,2.533733262133803e-6 + 3.424930751694588e-7im,3.040053930079566e-6 + 6.318464637356693e-7im
-2.586206896551724,0.5862068965517241,4.7229986050485015e-7 + 3.4350557033128497e-7im,2.5129075835947143e-6 + 4.12221987475937e-7im,2.9852074440995646e-6 + 7.557275578072219e-7im
